inquiry_id,report_id,bureau,inquiry_date,creditor_name
1464,399,Experian,2020-11-20,Fifth Third
1465,400,Equifax,2021-03-21,Capital One
1466,400,Equifax,2021-09-14,KeyBank
1467,401,Experian,2022-02-28,Rocket Mortgage
1468,401,Experian,2022-02-28,Rocket Mortgage
1469,401,Experian,2022-04-11,Quicken Loans
1470,402,TransUnion,2021-06-30,Wells Fargo
1471,402,Equifax,2021-07-21,Regions Bank
1472,402,Equifax,2021-08-24,Barclays
1473,402,TransUnion,2021-09-13,AT&T
1474,402,TransUnion,2022-01-24,Santander
1475,403,Experian,2022-07-27,Discover
1476,403,TransUnion,2022-04-25,Marcus by Goldman
1477,404,Equifax,2022-08-24,GTE Southwest
1478,404,Equifax,2022-12-09,Discover
1479,404,Equifax,2022-09-12,Barclays
1480,404,TransUnion,2022-08-29,Quicken Loans
1481,405,Experian,2023-04-06,Barclays
1482,405,Equifax,2023-03-17,Sallie Mae
1483,405,Experian,2023-04-06,Barclays
1484,405,Experian,2022-09-15,TD Bank
1485,406,Equifax,2019-12-27,Fifth Third
1486,406,Experian,2020-02-21,Citi
1487,408,Equifax,2020-07-26,Bank of America
1488,409,TransUnion,2021-08-31,Quicken Loans
1489,410,Experian,2019-04-28,PNC Bank
1490,411,TransUnion,2020-02-04,Wells Fargo
1491,411,Experian,2019-12-17,Portfolio Recovery
1492,411,Equifax,2019-12-14,Synchrony
1493,411,Experian,2019-11-29,LVNV Funding
1494,411,TransUnion,2019-11-22,HSBC
1495,412,TransUnion,2020-12-14,Pennymac
1496,413,Experian,2020-10-11,Pennymac
1497,413,Equifax,2021-07-26,American Express
1498,414,TransUnion,2020-10-19,SoFi
1499,414,Experian,2021-01-13,USAA
1500,414,Experian,2020-08-06,Quicken Loans
1501,414,Experian,2020-09-16,Quicken Loans
1502,415,TransUnion,2022-12-03,Santander
1503,415,Experian,2022-10-26,Santander
1504,416,Equifax,2023-06-13,Ford Motor Credit
1505,417,Experian,2023-12-30,KeyBank
1506,418,Equifax,2024-02-20,Citi
1507,418,Equifax,2024-02-12,Navy Federal
1508,418,Experian,2024-03-12,Portfolio Recovery
1509,419,TransUnion,2022-05-01,Navient
1510,419,Experian,2021-07-11,Rocket Mortgage
1511,420,Equifax,2021-11-25,Portfolio Recovery
1512,420,Equifax,2022-02-25,Marcus by Goldman
1513,420,TransUnion,2022-03-16,Discover
1514,421,Equifax,2022-06-18,Santander
1515,421,Experian,2022-05-26,Ford Motor Credit
1516,421,Experian,2022-11-02,Capital One
1517,422,Equifax,2022-09-21,AT&T
1518,423,TransUnion,2020-02-15,HSBC
1519,423,Experian,2020-06-01,HSBC
1520,423,Experian,2020-06-01,HSBC
1521,423,Equifax,2020-08-09,Truist
1522,423,TransUnion,2020-09-17,Fifth Third
1523,423,Experian,2019-12-06,TD Bank
1524,423,TransUnion,2020-07-20,LendingClub
1525,423,Equifax,2020-08-09,LendingClub
1526,424,Equifax,2021-02-07,Navy Federal
1527,424,Equifax,2020-12-02,PNC Bank
1528,424,TransUnion,2020-03-30,LendingClub
1529,424,Experian,2020-08-03,Jefferson Capital
1530,424,TransUnion,2020-09-12,Jefferson Capital
1531,424,Experian,2020-12-22,Ford Motor Credit
1532,424,TransUnion,2021-01-04,TD Bank
1533,424,Equifax,2020-09-09,Rocket Mortgage
1534,424,TransUnion,2020-04-16,Chase
1535,424,Experian,2020-07-06,Sallie Mae
1536,424,Equifax,2021-03-12,Ally Financial
1537,425,Equifax,2021-07-05,TD Bank
1538,425,TransUnion,2021-06-11,Wells Fargo
1539,425,Experian,2020-10-10,Bank of America
1540,425,TransUnion,2021-02-22,Capital One
1541,425,TransUnion,2021-02-24,Sallie Mae
1542,426,Equifax,2021-06-04,Quicken Loans
1543,426,TransUnion,2021-11-09,Ford Motor Credit
1544,426,Experian,2022-02-01,Portfolio Recovery
1545,426,TransUnion,2021-10-13,HSBC
1546,426,TransUnion,2022-04-27,SoFi
1547,426,Equifax,2021-09-14,GEMB/JCP
1548,426,Experian,2022-01-27,Wells Fargo
1549,426,TransUnion,2021-07-02,Santander
1550,426,TransUnion,2021-09-27,Wells Fargo
1551,426,Equifax,2021-06-04,PNC Bank
1552,426,Experian,2022-02-11,Portfolio Recovery
1553,426,Experian,2022-03-05,Midland Credit
1554,427,TransUnion,2021-10-07,Wells Fargo
1555,427,TransUnion,2021-06-11,Truist
1556,430,Experian,2020-07-27,American Express
1557,430,Experian,2019-10-05,Midland Credit
1558,430,TransUnion,2020-08-24,Capital One
1559,431,Experian,2020-10-01,AT&T
1560,431,Experian,2020-10-17,Synchrony
1561,431,Experian,2020-07-25,Citi
1562,432,Equifax,2020-06-27,American Express
1563,432,Experian,2020-03-11,American Express
1564,432,Equifax,2020-09-30,Verizon
1565,432,TransUnion,2020-01-16,Jefferson Capital
1566,432,Experian,2020-03-29,Upgrade
1567,433,Experian,2023-03-03,Pennymac
1568,433,Experian,2022-10-16,GTE Southwest
1569,433,Equifax,2023-02-15,Discover
1570,434,Experian,2023-09-02,SoFi
1571,435,Experian,2023-11-09,USAA
1572,436,Experian,2024-07-25,Navy Federal
1573,436,Equifax,2023-09-27,Truist
1574,436,TransUnion,2024-05-09,PNC Bank
1575,437,TransUnion,2022-04-13,TD Bank
1576,437,Equifax,2022-05-05,Santander
1577,437,Equifax,2022-07-16,Pennymac
1578,437,TransUnion,2022-04-11,Discover
1579,438,Equifax,2023-01-22,Wells Fargo
1580,438,Experian,2022-09-05,Regions Bank
1581,438,Equifax,2022-09-16,Chase
1582,438,Experian,2022-09-20,Midland Credit
1583,439,TransUnion,2022-10-15,USAA
1584,439,Equifax,2022-12-13,GEMB/JCP
1585,439,Equifax,2022-10-13,Marcus by Goldman
1586,439,Experian,2023-03-13,Upgrade
1587,439,TransUnion,2023-05-02,Navient
1588,439,Experian,2022-08-15,USAA
1589,439,Experian,2023-06-15,American Express
1590,439,TransUnion,2023-06-07,Jefferson Capital
1591,439,TransUnion,2022-10-14,Toyota Motor Credit
1592,439,Experian,2023-03-05,Navient
1593,439,Experian,2022-09-01,Jefferson Capital
1594,440,Equifax,2023-09-11,Verizon
1595,440,Experian,2023-05-25,AT&T
1596,440,TransUnion,2023-03-03,Barclays
1597,440,TransUnion,2023-07-14,LVNV Funding
1598,440,TransUnion,2023-02-20,Capital One
1599,440,TransUnion,2023-06-05,Citi
1600,440,Equifax,2023-09-09,Jefferson Capital
1601,441,Equifax,2022-12-07,Quicken Loans
1602,441,Experian,2022-12-25,Rocket Mortgage
1603,441,TransUnion,2022-09-19,AT&T
1604,441,Equifax,2023-02-17,AT&T
1605,441,TransUnion,2023-04-28,Synchrony
1606,441,Equifax,2022-10-15,American Express
1607,441,Experian,2022-09-04,Sallie Mae
1608,442,TransUnion,2023-11-03,Navient
1609,442,Experian,2023-04-16,Verizon
1610,442,Equifax,2023-08-18,Cavalry Portfolio
1611,442,Experian,2023-03-22,Fifth Third
1612,443,Experian,2023-10-14,Fifth Third
1613,443,TransUnion,2023-07-30,LVNV Funding
1614,443,Experian,2023-09-25,Midland Credit
1615,443,Experian,2023-06-17,Portfolio Recovery
1616,443,Experian,2023-11-05,Navy Federal
1617,443,Equifax,2024-02-26,PNC Bank
1618,443,Equifax,2024-01-06,Ally Financial
1619,443,Equifax,2023-12-25,Verizon
1620,443,Equifax,2024-04-15,Quicken Loans
1621,443,Equifax,2024-03-07,AT&T
1622,443,TransUnion,2023-07-19,LendingClub
1623,443,TransUnion,2023-11-16,Barclays
1624,444,Equifax,2024-03-17,Navy Federal
1625,444,TransUnion,2023-12-27,Wells Fargo
1626,444,TransUnion,2023-09-07,LendingClub
1627,444,Experian,2024-03-21,Ally Financial
1628,444,Experian,2024-05-11,Portfolio Recovery
1629,445,TransUnion,2021-05-14,Regions Bank
1630,445,Equifax,2022-01-29,Sallie Mae
1631,446,Equifax,2022-03-11,Fifth Third
1632,446,Experian,2022-04-21,Synchrony
1633,447,TransUnion,2022-08-06,TD Bank
1634,447,Equifax,2021-11-28,HSBC
1635,448,TransUnion,2023-03-16,GEMB/JCP
1636,448,Equifax,2023-03-03,Truist
1637,449,Experian,2022-04-17,Santander
1638,449,Equifax,2023-03-12,Citi
1639,449,TransUnion,2023-02-15,Cavalry Portfolio
1640,450,TransUnion,2023-05-26,KeyBank
1641,450,Equifax,2023-02-10,GTE Southwest
1642,450,Experian,2023-02-27,GEMB/JCP
1643,452,Equifax,2022-11-24,Bank of America
1644,452,TransUnion,2022-11-22,GTE Southwest
1645,452,Equifax,2022-07-26,Fifth Third
1646,452,TransUnion,2022-10-07,LVNV Funding
1647,452,TransUnion,2022-02-26,Ford Motor Credit
1648,452,Equifax,2022-03-29,Cavalry Portfolio
1649,453,TransUnion,2022-12-21,SoFi
1650,453,Experian,2022-08-17,HSBC
1651,453,Equifax,2022-06-28,Ford Motor Credit
1652,453,TransUnion,2023-01-16,LendingClub
1653,453,TransUnion,2022-08-20,GTE Southwest
1654,454,Experian,2023-06-04,Citi
1655,454,Equifax,2023-04-27,PNC Bank
1656,454,Equifax,2022-09-03,AT&T
1657,454,Experian,2023-05-16,Upgrade
1658,454,Equifax,2023-01-02,Ford Motor Credit
1659,454,Experian,2023-01-19,Navy Federal
1660,454,Equifax,2023-04-17,Sallie Mae
1661,454,Experian,2023-06-22,USAA
1662,454,Equifax,2022-09-10,Navy Federal
1663,455,Equifax,2023-08-24,USAA
1664,455,Equifax,2023-05-01,Portfolio Recovery
1665,455,TransUnion,2023-07-30,AT&T
1666,455,TransUnion,2023-10-29,Marcus by Goldman
1667,456,Experian,2023-03-03,Rocket Mortgage
1668,456,Experian,2023-07-12,Ally Financial
1669,456,Experian,2023-01-05,Santander
1670,456,TransUnion,2023-02-25,KeyBank
1671,456,TransUnion,2023-09-29,Rocket Mortgage
1672,456,Equifax,2023-10-01,Bank of America
1673,457,Experian,2023-04-14,Navient
1674,457,TransUnion,2023-11-03,Wells Fargo
1675,457,Equifax,2024-01-17,Midland Credit
1676,457,Experian,2023-08-22,Capital One
1677,457,Equifax,2024-02-13,Cavalry Portfolio
1678,457,TransUnion,2023-05-15,Cavalry Portfolio
1679,458,Experian,2024-02-04,PNC Bank
1680,458,Equifax,2024-08-31,Upgrade
1681,458,TransUnion,2023-11-21,Verizon
1682,458,Experian,2024-04-22,American Express
1683,458,TransUnion,2024-10-08,Santander
1684,459,Experian,2024-10-15,Ally Financial
1685,459,Experian,2024-10-15,Ally Financial
1686,459,Equifax,2024-07-29,Capital One
1687,459,Experian,2024-09-22,Discover
1688,459,Experian,2024-04-27,Navy Federal
1689,459,Equifax,2024-06-06,KeyBank
1690,462,TransUnion,2022-10-12,KeyBank
1691,463,Experian,2022-09-06,Barclays
1692,463,Experian,2022-07-22,Pennymac
1693,463,TransUnion,2023-06-02,Toyota Motor Credit
1694,464,Equifax,2021-03-29,American Express
1695,464,Experian,2020-09-04,GEMB/JCP
1696,464,Equifax,2021-04-03,Rocket Mortgage
1697,464,Equifax,2020-10-17,Marcus by Goldman
1698,465,TransUnion,2023-06-17,GTE Southwest
1699,465,Experian,2023-02-28,GEMB/JCP
1700,465,Equifax,2022-12-10,KeyBank
1701,466,Equifax,2022-07-30,Rocket Mortgage
1702,466,Experian,2022-08-02,American Express
1703,466,Experian,2022-09-04,LVNV Funding
1704,467,Experian,2023-04-03,Ally Financial
1705,468,TransUnion,2024-02-11,Ford Motor Credit
1706,468,Experian,2023-06-05,Marcus by Goldman
1707,468,Equifax,2023-03-07,Ford Motor Credit
1708,469,TransUnion,2022-07-19,Rocket Mortgage
1709,469,TransUnion,2022-06-01,LendingClub
1710,469,Equifax,2022-01-12,LVNV Funding
1711,469,Equifax,2022-04-18,KeyBank
1712,470,TransUnion,2022-10-15,Chase
1713,470,TransUnion,2022-08-10,HSBC
1714,470,Experian,2022-10-10,Chase
1715,470,TransUnion,2023-03-18,American Express
1716,471,TransUnion,2022-09-07,HSBC
1717,471,Equifax,2023-05-24,Quicken Loans
1718,471,TransUnion,2023-05-16,Portfolio Recovery
1719,471,TransUnion,2023-04-03,Toyota Motor Credit
1720,471,TransUnion,2023-04-23,Regions Bank
1721,472,Equifax,2023-04-08,Bank of America
1722,473,TransUnion,2023-06-27,Sallie Mae
1723,473,Experian,2023-09-25,Ford Motor Credit
1724,474,Experian,2021-01-15,Upgrade
1725,474,Equifax,2021-06-11,Ally Financial
1726,474,TransUnion,2021-04-05,Capital One
1727,474,TransUnion,2020-12-29,Ally Financial
1728,474,Equifax,2021-02-18,Regions Bank
1729,475,Experian,2020-12-03,SoFi
1730,475,Experian,2021-04-08,Citi
1731,475,TransUnion,2021-03-13,Quicken Loans
1732,475,Experian,2021-03-25,Navient
1733,475,Experian,2021-08-28,Wells Fargo
1734,475,Equifax,2021-04-02,Regions Bank
1735,475,Equifax,2021-03-20,Pennymac
1736,476,Equifax,2022-06-12,Barclays
1737,476,Equifax,2022-07-23,Toyota Motor Credit
1738,476,Equifax,2022-06-14,Ford Motor Credit
1739,476,Experian,2021-11-10,AT&T
1740,476,Equifax,2022-06-12,Barclays
1741,476,Equifax,2022-04-01,Toyota Motor Credit
1742,476,TransUnion,2022-03-13,Midland Credit
1743,476,Equifax,2021-10-30,Portfolio Recovery
1744,476,TransUnion,2021-10-05,Cavalry Portfolio
1745,476,TransUnion,2021-10-15,Discover
1746,476,Equifax,2021-12-26,Ally Financial
1747,476,Equifax,2021-09-06,Discover
1748,478,TransUnion,2022-07-13,Discover
1749,479,Experian,2023-07-13,Jefferson Capital
1750,479,Experian,2023-09-05,Chase
1751,479,Experian,2023-04-16,American Express
1752,480,TransUnion,2022-06-09,Verizon
1753,480,TransUnion,2023-01-13,Ally Financial
1754,480,TransUnion,2022-11-18,GTE Southwest
1755,481,TransUnion,2022-09-25,Portfolio Recovery
1756,481,TransUnion,2022-09-25,Portfolio Recovery
1757,482,TransUnion,2023-04-10,HSBC
1758,482,Experian,2022-12-06,Truist
1759,483,Experian,2024-01-19,LendingClub
1760,484,TransUnion,2023-06-29,Ford Motor Credit
1761,484,Equifax,2022-09-13,USAA
1762,484,TransUnion,2022-11-14,Fifth Third
1763,484,Equifax,2022-08-21,Barclays
1764,484,TransUnion,2023-01-15,Synchrony
1765,484,Experian,2023-01-15,USAA
1766,484,Equifax,2023-03-17,Capital One
1767,484,Equifax,2023-01-28,LVNV Funding
1768,484,Experian,2022-07-08,Navy Federal
1769,484,Equifax,2022-09-13,USAA
1770,485,Equifax,2022-12-30,Regions Bank
1771,485,Equifax,2022-12-14,USAA
1772,485,TransUnion,2023-10-14,Rocket Mortgage
1773,485,TransUnion,2022-12-12,Chase
1774,485,Experian,2023-08-01,AT&T
1775,485,Equifax,2023-03-30,Fifth Third
1776,485,TransUnion,2023-08-24,Toyota Motor Credit
1777,486,TransUnion,2023-05-28,Regions Bank
1778,486,TransUnion,2024-04-09,LendingClub
1779,486,TransUnion,2024-04-27,Capital One
1780,486,Experian,2024-01-16,Toyota Motor Credit
1781,486,Experian,2023-12-28,LendingClub
1782,486,Equifax,2023-05-23,SoFi
1783,486,TransUnion,2023-08-27,Truist
1784,486,Experian,2024-01-13,Jefferson Capital
1785,486,Experian,2024-04-29,Ally Financial
1786,486,Experian,2024-03-17,KeyBank
1787,487,TransUnion,2020-09-16,Portfolio Recovery
1788,487,Equifax,2020-08-15,Marcus by Goldman
1789,487,Experian,2020-02-04,Ally Financial
1790,488,Equifax,2021-02-05,USAA
1791,489,Experian,2023-05-20,Synchrony
1792,490,Experian,2023-04-05,Ford Motor Credit
1793,490,Experian,2023-06-13,TD Bank
1794,490,Experian,2022-10-29,Synchrony
1795,490,TransUnion,2023-06-16,Sallie Mae
1796,490,Experian,2023-04-21,Truist
1797,490,Experian,2023-07-25,Bank of America
1798,491,Equifax,2019-12-30,SoFi
1799,491,Equifax,2019-09-29,Jefferson Capital
1800,491,Equifax,2019-06-21,AT&T
1801,491,TransUnion,2019-08-12,Barclays
1802,491,TransUnion,2019-10-09,LendingClub
1803,491,Experian,2019-11-15,Capital One
1804,491,Experian,2019-07-30,USAA
1805,491,Equifax,2019-09-05,Navient
1806,491,Equifax,2019-12-12,TD Bank
1807,491,Experian,2019-08-08,Fifth Third
1808,491,TransUnion,2019-05-22,Fifth Third
1809,491,Experian,2019-12-14,Bank of America
1810,492,Experian,2020-03-04,Verizon
1811,492,Experian,2020-02-12,Midland Credit
1812,492,Experian,2019-11-16,Sallie Mae
1813,492,Experian,2020-02-12,Midland Credit
1814,492,Equifax,2020-03-30,TD Bank
1815,492,TransUnion,2020-04-14,SoFi
1816,492,Experian,2019-10-23,Barclays
1817,493,Equifax,2020-03-03,AT&T
1818,493,Experian,2020-09-02,Midland Credit
1819,493,Experian,2020-03-21,KeyBank
1820,493,TransUnion,2020-12-13,AT&T
1821,493,TransUnion,2020-07-16,Navy Federal
1822,493,TransUnion,2020-05-14,Quicken Loans
1823,494,Experian,2022-10-05,Fifth Third
1824,494,Equifax,2022-05-28,LVNV Funding
1825,494,Equifax,2022-09-28,Fifth Third
1826,495,TransUnion,2023-06-12,Verizon
1827,495,Experian,2023-07-20,Quicken Loans
1828,495,Equifax,2023-04-27,Synchrony
1829,496,Equifax,2021-06-22,AT&T
1830,496,Experian,2021-09-29,KeyBank
1831,496,TransUnion,2021-04-04,Ally Financial
1832,496,Equifax,2021-02-12,Pennymac
1833,497,Equifax,2021-06-02,USAA
1834,497,Equifax,2022-05-13,Fifth Third
1835,498,TransUnion,2022-04-19,Truist
1836,498,TransUnion,2022-04-04,Verizon
1837,498,Equifax,2022-09-09,GEMB/JCP
1838,498,TransUnion,2022-08-06,Jefferson Capital
1839,499,Equifax,2023-08-01,PNC Bank
1840,500,TransUnion,2022-05-22,Navy Federal
1841,500,TransUnion,2022-03-06,Navient
1842,501,TransUnion,2023-03-05,Pennymac
1843,501,Experian,2023-02-04,GEMB/JCP
1844,502,Experian,2021-06-13,Rocket Mortgage
1845,502,Equifax,2021-03-25,Discover
1846,502,Equifax,2021-10-20,AT&T
1847,503,Experian,2022-10-14,Wells Fargo
1848,503,Equifax,2023-02-07,Ford Motor Credit
1849,503,Experian,2022-12-05,GTE Southwest
1850,503,Experian,2023-01-08,LendingClub
1851,503,TransUnion,2023-01-03,Upgrade
1852,503,TransUnion,2022-08-08,SoFi
1853,503,TransUnion,2022-09-30,Sallie Mae
1854,504,Experian,2023-03-14,Ally Financial
1855,504,Equifax,2023-02-05,LendingClub
1856,504,Equifax,2023-08-23,Santander
1857,504,Experian,2023-01-19,GEMB/JCP
1858,504,Experian,2022-12-22,Santander
1859,504,Equifax,2023-08-21,KeyBank
1860,504,Equifax,2023-03-14,Jefferson Capital
1861,504,Experian,2023-02-21,PNC Bank
1862,504,Equifax,2023-01-14,Citi
1863,504,TransUnion,2022-11-17,AT&T
1864,505,Experian,2021-12-30,Santander
1865,505,Equifax,2022-08-15,Ford Motor Credit
1866,507,TransUnion,2021-02-19,Truist
1867,507,Experian,2020-06-05,Fifth Third
1868,507,Equifax,2020-05-26,Fifth Third
1869,507,Equifax,2021-02-06,Citi
1870,508,Equifax,2020-11-20,AT&T
1871,508,TransUnion,2021-05-02,Discover
1872,508,TransUnion,2021-03-30,Cavalry Portfolio
1873,508,Experian,2020-11-27,Synchrony
1874,509,Experian,2022-02-06,Toyota Motor Credit
1875,509,Experian,2022-03-11,Santander
1876,509,Experian,2021-10-06,Portfolio Recovery
1877,509,Experian,2022-03-28,Ally Financial
1878,509,Equifax,2021-07-31,KeyBank
1879,510,Equifax,2022-01-06,KeyBank
1880,510,Equifax,2022-01-06,KeyBank
1881,510,Experian,2021-11-10,Marcus by Goldman
1882,510,Equifax,2021-10-08,Sallie Mae
1883,510,TransUnion,2021-11-05,GTE Southwest
1884,510,Equifax,2021-12-16,Pennymac
1885,511,Equifax,2020-05-06,SoFi
1886,511,Equifax,2020-04-29,TD Bank
1887,511,Experian,2020-06-20,LVNV Funding
1888,511,Equifax,2020-10-31,PNC Bank
1889,512,Experian,2020-11-19,Cavalry Portfolio
1890,512,Equifax,2020-11-27,Synchrony
1891,512,Equifax,2021-01-09,Quicken Loans
1892,513,Experian,2019-10-24,Navy Federal
1893,513,TransUnion,2019-12-28,Quicken Loans
1894,513,Experian,2019-09-14,KeyBank
1895,513,Equifax,2019-11-07,Sallie Mae
1896,513,Experian,2020-02-05,Wells Fargo
1897,513,Equifax,2019-05-03,Bank of America
1898,514,Experian,2020-06-19,Santander
1899,514,Equifax,2019-09-24,Pennymac
1900,514,Experian,2019-12-02,Citi
1901,514,Equifax,2019-10-29,Sallie Mae
1902,514,Experian,2020-07-02,Toyota Motor Credit
1903,514,TransUnion,2020-02-14,Synchrony
1904,514,TransUnion,2019-12-14,Regions Bank
1905,514,Experian,2020-02-23,LVNV Funding
1906,514,TransUnion,2020-06-14,Truist
1907,514,Experian,2019-10-14,Cavalry Portfolio
1908,515,TransUnion,2020-08-22,GEMB/JCP
1909,515,Equifax,2020-07-30,Ally Financial
1910,515,Experian,2020-06-17,Barclays
1911,515,Equifax,2020-06-04,Rocket Mortgage
1912,515,Experian,2020-06-19,Truist
1913,515,Experian,2021-02-02,Toyota Motor Credit
1914,515,Experian,2021-01-11,Bank of America
1915,516,TransUnion,2019-11-08,AT&T
1916,516,Experian,2020-04-05,Synchrony
1917,517,Experian,2021-06-13,AT&T
1918,517,TransUnion,2021-12-17,Rocket Mortgage
1919,518,TransUnion,2022-03-15,Upgrade
1920,519,Experian,2022-06-23,HSBC
1921,520,Experian,2022-10-18,Wells Fargo
1922,520,Experian,2023-04-17,Ford Motor Credit
1923,521,Experian,2021-03-05,American Express
1924,521,Equifax,2022-01-22,Santander
1925,521,Experian,2021-12-05,AT&T
1926,521,TransUnion,2021-03-19,Citi
1927,521,Equifax,2022-02-05,GTE Southwest
1928,521,Equifax,2021-06-29,PNC Bank
1929,521,Equifax,2021-03-10,LendingClub
1930,522,TransUnion,2021-12-29,TD Bank
1931,522,TransUnion,2021-11-30,Verizon
1932,522,Equifax,2022-01-30,Truist
1933,522,Experian,2022-04-03,GEMB/JCP
1934,522,Experian,2022-04-23,Rocket Mortgage
1935,522,Equifax,2022-01-14,Ally Financial
1936,522,Experian,2022-06-11,LendingClub
1937,522,Experian,2021-12-03,Fifth Third
1938,522,Equifax,2021-10-18,Navy Federal
1939,523,TransUnion,2021-12-25,Discover
1940,524,TransUnion,2021-12-25,GEMB/JCP
1941,524,Experian,2022-12-14,Bank of America
1942,524,TransUnion,2022-03-17,Rocket Mortgage
1943,524,Experian,2022-08-03,Toyota Motor Credit
1944,524,Experian,2022-10-24,Citi
1945,524,Experian,2022-10-30,American Express
1946,525,TransUnion,2023-03-23,Toyota Motor Credit
1947,525,TransUnion,2022-09-08,Barclays
1948,525,Experian,2023-01-27,Truist
1949,525,TransUnion,2023-03-25,Sallie Mae
1950,525,Equifax,2022-11-04,LVNV Funding
1951,525,TransUnion,2023-04-22,Midland Credit
1952,526,Equifax,2023-12-23,GEMB/JCP
1953,526,Equifax,2024-03-30,Midland Credit
1954,526,Experian,2023-06-10,KeyBank
1955,526,TransUnion,2023-05-11,GEMB/JCP
1956,527,Equifax,2019-12-27,Midland Credit
1957,527,TransUnion,2020-01-13,Fifth Third
1958,529,Experian,2020-06-23,Santander
1959,530,Equifax,2020-08-09,Capital One
1960,530,Experian,2021-03-20,Jefferson Capital
1961,531,Equifax,2023-01-23,Navient
1962,531,Equifax,2023-07-14,Chase
1963,531,Equifax,2023-05-24,Verizon
1964,531,TransUnion,2023-02-17,PNC Bank
1965,531,Experian,2023-02-01,Rocket Mortgage
1966,531,Experian,2023-06-15,TD Bank
1967,531,Equifax,2023-05-13,Sallie Mae
1968,531,Equifax,2023-06-07,KeyBank
1969,531,TransUnion,2023-08-27,Discover
1970,531,Experian,2022-11-23,HSBC
1971,531,Equifax,2023-01-12,Chase
1972,531,Experian,2023-04-09,Navy Federal
1973,532,Equifax,2024-01-03,Discover
1974,532,Equifax,2024-03-07,Rocket Mortgage
1975,532,Experian,2023-04-22,Discover
1976,532,Equifax,2024-02-25,USAA
1977,532,Equifax,2024-01-24,GTE Southwest
1978,532,Equifax,2023-12-24,Pennymac
1979,533,Equifax,2023-08-06,GTE Southwest
1980,533,Equifax,2023-12-05,Wells Fargo
1981,533,Equifax,2023-12-26,Capital One
1982,533,Experian,2023-08-17,Quicken Loans
1983,533,TransUnion,2023-11-27,Capital One
1984,533,Equifax,2023-08-20,USAA
1985,534,TransUnion,2024-09-01,KeyBank
1986,534,TransUnion,2024-04-10,LVNV Funding
1987,534,Equifax,2024-08-21,GTE Southwest
1988,534,TransUnion,2024-03-03,HSBC
1989,534,TransUnion,2024-10-06,Sallie Mae
1990,534,TransUnion,2024-08-07,Portfolio Recovery
1991,534,Experian,2024-03-30,AT&T
1992,534,Equifax,2024-03-21,Upgrade
1993,535,Equifax,2022-02-28,LVNV Funding
1994,535,Equifax,2022-07-22,Capital One
1995,535,Experian,2022-09-04,Discover
1996,536,Equifax,2021-09-17,Ford Motor Credit
1997,536,TransUnion,2021-06-05,Midland Credit
1998,536,Experian,2021-08-19,Truist
1999,536,Equifax,2022-03-12,Midland Credit
2000,536,Equifax,2022-04-26,Midland Credit
2001,536,Experian,2022-02-02,LendingClub
2002,536,TransUnion,2021-06-27,Sallie Mae
2003,536,Equifax,2022-03-14,Rocket Mortgage
2004,536,TransUnion,2021-06-17,American Express
2005,536,Experian,2022-05-05,Fifth Third
2006,536,Equifax,2022-04-14,Jefferson Capital
2007,536,TransUnion,2022-04-13,Ally Financial
2008,537,Experian,2022-05-12,LendingClub
2009,537,TransUnion,2022-01-14,Wells Fargo
2010,537,Equifax,2022-05-01,Toyota Motor Credit
2011,537,Experian,2022-11-20,PNC Bank
2012,538,TransUnion,2023-01-24,GEMB/JCP
2013,538,Equifax,2023-02-26,Discover
2014,538,TransUnion,2023-05-14,Jefferson Capital
2015,538,Experian,2022-11-19,Cavalry Portfolio
2016,539,Experian,2021-04-30,Verizon
2017,542,Experian,2020-10-10,AT&T
2018,542,TransUnion,2020-12-18,AT&T
2019,543,Equifax,2022-05-31,Cavalry Portfolio
2020,543,TransUnion,2021-12-10,Navy Federal
2021,544,TransUnion,2022-05-04,LendingClub
2022,545,TransUnion,2023-07-28,Portfolio Recovery
2023,545,Equifax,2023-06-06,Jefferson Capital
2024,545,Equifax,2023-06-06,Jefferson Capital
2025,547,TransUnion,2022-09-20,KeyBank
2026,547,TransUnion,2022-09-04,TD Bank
2027,547,Equifax,2022-02-08,Marcus by Goldman
2028,547,Experian,2022-08-10,American Express
2029,548,Experian,2022-08-04,Regions Bank
2030,548,TransUnion,2023-01-14,Toyota Motor Credit
2031,548,TransUnion,2022-10-16,Verizon
2032,548,TransUnion,2022-08-04,Barclays
2033,548,Equifax,2023-03-13,HSBC
2034,548,Equifax,2023-04-13,Marcus by Goldman
2035,549,TransUnion,2021-09-25,Quicken Loans
2036,550,Experian,2021-01-06,KeyBank
2037,550,Experian,2021-05-19,Synchrony
2038,550,Equifax,2021-09-18,Ally Financial
2039,551,TransUnion,2019-11-30,KeyBank
2040,551,Equifax,2019-06-03,Citi
2041,552,TransUnion,2020-07-10,Jefferson Capital
2042,552,Equifax,2019-09-30,AT&T
2043,553,Experian,2020-09-02,Fifth Third
2044,553,Experian,2020-03-11,Citi
2045,553,Equifax,2020-08-11,Fifth Third
2046,554,Equifax,2020-09-23,Jefferson Capital
2047,554,Equifax,2020-08-25,TD Bank
2048,554,Experian,2020-12-08,GEMB/JCP
2049,555,TransUnion,2021-07-07,PNC Bank
2050,555,Equifax,2020-11-07,Rocket Mortgage
2051,555,TransUnion,2021-04-06,Pennymac
2052,556,TransUnion,2021-03-10,Rocket Mortgage
2053,556,Experian,2020-08-07,Navy Federal
