score_id,report_id,bureau,fico_score
1248,416,Equifax,810
1249,417,Experian,805
1250,417,TransUnion,810
1251,417,Equifax,804
1252,418,Experian,803
1253,418,TransUnion,785
1254,418,Equifax,784
1255,419,Experian,797
1256,419,TransUnion,806
1257,419,Equifax,785
1258,420,Experian,816
1259,420,TransUnion,811
1260,420,Equifax,836
1261,421,Experian,850
1262,421,TransUnion,850
1263,421,Equifax,834
1264,422,Experian,850
1265,422,TransUnion,850
1266,422,Equifax,839
1267,423,Experian,459
1268,423,TransUnion,481
1269,423,Equifax,908
1270,424,Experian,465
1271,424,TransUnion,475
1272,424,Equifax,449
1273,425,Experian,946
1274,425,TransUnion,476
1275,425,Equifax,491
1276,426,Experian,485
1277,426,TransUnion,462
1278,426,Equifax,475
1279,427,Experian,850
1280,427,TransUnion,850
1281,427,Equifax,840
1282,428,Experian,850
1283,428,TransUnion,843
1284,428,Equifax,837
1285,429,Experian,850
1286,429,TransUnion,848
1287,429,Equifax,842
1288,430,Experian,739
1289,430,TransUnion,297
1290,430,Equifax,768
1291,431,Experian,755
1292,431,TransUnion,727
1293,431,Equifax,741
1294,432,Experian,607
1295,432,TransUnion,603
1296,432,Equifax,612
1297,433,Experian,712
1298,433,TransUnion,704
1299,433,Equifax,701
1300,434,Experian,720
1301,434,TransUnion,731
1302,434,Equifax,724
1303,435,Experian,747
1304,435,TransUnion,737
1305,435,Equifax,755
1306,436,Experian,734
1307,436,TransUnion,734
1308,436,Equifax,756
1309,437,Experian,440
1310,437,TransUnion,423
1311,437,Equifax,423
1312,438,Experian,434
1313,438,TransUnion,453
1314,438,Equifax,462
1315,439,Experian,233
1316,439,TransUnion,462
1317,439,Equifax,484
1318,440,Experian,471
1319,440,TransUnion,485
1320,440,Equifax,475
1321,441,Experian,381
1322,441,TransUnion,375
1323,441,Equifax,397
1324,442,Experian,374
1325,442,TransUnion,370
1326,442,Equifax,383
1327,443,Experian,369
1328,443,TransUnion,369
1329,443,Equifax,374
1330,444,Experian,362
1331,444,TransUnion,356
1332,444,Equifax,374
1333,445,Experian,673
1334,445,TransUnion,663
1335,445,Equifax,652
1336,446,Experian,665
1337,446,TransUnion,676
1338,446,Equifax,657
1339,447,Experian,667
1340,447,TransUnion,661
1341,447,Equifax,668
1342,448,Experian,623
1343,448,TransUnion,636
1344,448,Equifax,627
1345,449,Experian,713
1346,449,TransUnion,723
1347,449,Equifax,720
1348,450,Experian,763
1349,450,TransUnion,776
1350,450,Equifax,783
1351,451,Experian,782
1352,451,TransUnion,791
1353,451,Equifax,784
1354,452,Experian,519
1355,452,TransUnion,541
1356,452,Equifax,542
1357,453,Experian,527
1358,453,TransUnion,546
1359,453,Equifax,532
1360,454,Experian,530
1361,454,TransUnion,522
1362,454,Equifax,517
1363,455,Experian,501
1364,455,TransUnion,536
1365,455,Equifax,529
1366,456,Experian,637
1367,456,TransUnion,668
1368,456,Equifax,636
1369,457,Experian,647
1370,457,TransUnion,638
1371,457,Equifax,643
1372,458,Experian,656
1373,458,TransUnion,639
1374,458,Equifax,665
1375,459,Experian,664
1376,459,TransUnion,663
1377,459,Equifax,660
1378,460,Experian,723
1379,460,TransUnion,744
1380,460,Equifax,722
1381,461,Experian,810
1382,461,TransUnion,779
1383,461,Equifax,778
1384,462,Experian,779
1385,462,TransUnion,799
1386,462,Equifax,785
1387,463,Experian,821
1388,463,TransUnion,812
1389,463,Equifax,818
1390,464,Experian,510
1391,464,TransUnion,518
1392,464,Equifax,534
1393,465,Experian,644
1394,465,TransUnion,630
1395,465,Equifax,619
1396,466,Experian,607
1397,466,TransUnion,598
1398,466,Equifax,597
1399,467,Experian,629
1400,467,TransUnion,640
1401,467,Equifax,622
1402,468,Experian,681
1403,468,TransUnion,668
1404,468,Equifax,667
1405,469,Experian,508
1406,469,TransUnion,505
1407,469,Equifax,513
1408,470,Experian,658
1409,470,TransUnion,662
1410,470,Equifax,655
1411,471,Experian,654
1412,471,TransUnion,646
1413,471,Equifax,663
1414,472,Experian,645
1415,472,TransUnion,623
1416,472,Equifax,645
1417,473,Experian,627
1418,473,TransUnion,625
1419,473,Equifax,604
1420,474,Experian,375
1421,474,TransUnion,362
1422,474,Equifax,380
1423,475,Experian,364
1424,475,TransUnion,350
1425,475,Equifax,360
1426,476,Experian,355
1427,476,TransUnion,368
1428,476,Equifax,360
1429,477,Experian,841
1430,477,TransUnion,811
1431,477,Equifax,815
1432,478,Experian,793
1433,478,TransUnion,806
1434,478,Equifax,797
1435,479,Experian,835
1436,479,TransUnion,816
1437,479,Equifax,827
1438,480,Experian,738
1439,480,TransUnion,743
1440,480,Equifax,743
1441,481,Experian,722
1442,481,TransUnion,741
1443,481,Equifax,726
1444,482,Experian,738
1445,482,TransUnion,755
1446,482,Equifax,743
1447,483,Experian,786
1448,483,TransUnion,757
1449,483,Equifax,772
1450,484,Experian,375
1451,484,TransUnion,405
1452,484,Equifax,406
1453,485,Experian,392
1454,485,TransUnion,386
1455,485,Equifax,403
1456,486,Experian,430
1457,486,TransUnion,407
1458,486,Equifax,404
1459,487,Experian,795
1460,487,TransUnion,789
1461,487,Equifax,783
1462,488,Experian,769
1463,488,TransUnion,768
1464,488,Equifax,767
1465,489,Experian,662
1466,489,TransUnion,688
1467,489,Equifax,656
1468,490,Experian,675
1469,490,TransUnion,670
1470,490,Equifax,662
1471,491,Experian,548
1472,491,TransUnion,526
1473,491,Equifax,545
1474,492,Experian,552
1475,492,TransUnion,546
1476,492,Equifax,551
1477,493,Experian,563
1478,493,TransUnion,566
1479,493,Equifax,558
1480,494,Experian,725
1481,494,TransUnion,699
1482,494,Equifax,721
1483,495,Experian,744
1484,495,TransUnion,722
1485,495,Equifax,731
1486,496,Experian,603
1487,496,TransUnion,605
1488,496,Equifax,589
1489,497,Experian,906
1490,497,TransUnion,561
1491,497,Equifax,190
1492,498,Experian,558
1493,498,TransUnion,568
1494,498,Equifax,582
1495,499,Experian,614
1496,499,TransUnion,584
1497,499,Equifax,588
1498,500,Experian,609
1499,500,TransUnion,587
1500,500,Equifax,584
1501,501,Experian,599
1502,501,TransUnion,608
1503,501,Equifax,590
1504,502,Experian,628
1505,502,TransUnion,636
1506,502,Equifax,629
1507,503,Experian,379
1508,503,TransUnion,393
1509,503,Equifax,386
1510,504,Experian,402
1511,504,TransUnion,395
1512,504,Equifax,390
1513,505,Experian,799
1514,505,TransUnion,821
1515,505,Equifax,825
1516,506,Experian,840
1517,506,TransUnion,845
1518,506,Equifax,844
1519,507,Experian,676
1520,507,TransUnion,701
1521,507,Equifax,683
1522,508,Experian,689
1523,508,TransUnion,697
1524,508,Equifax,708
1525,509,Experian,675
1526,509,TransUnion,697
1527,509,Equifax,672
1528,510,Experian,733
1529,510,TransUnion,703
1530,510,Equifax,717
1531,511,Experian,580
1532,511,TransUnion,577
1533,511,Equifax,580
1534,512,Experian,578
1535,512,TransUnion,549
1536,512,Equifax,579
1537,513,Experian,552
1538,513,TransUnion,530
1539,513,Equifax,540
1540,514,Experian,532
1541,514,TransUnion,513
1542,514,Equifax,501
1543,515,Experian,521
1544,515,TransUnion,501
1545,515,Equifax,489
1546,516,Experian,670
1547,516,TransUnion,652
1548,516,Equifax,675
1549,517,Experian,776
1550,517,TransUnion,770
1551,517,Equifax,749
1552,518,Experian,763
1553,518,TransUnion,777
1554,518,Equifax,796
1555,519,Experian,790
1556,519,TransUnion,778
1557,519,Equifax,803
1558,520,Experian,794
1559,520,TransUnion,775
1560,520,Equifax,796
1561,521,Experian,433
1562,521,TransUnion,859
1563,521,Equifax,406
1564,522,Experian,414
1565,522,TransUnion,435
1566,522,Equifax,416
1567,523,Experian,673
1568,523,TransUnion,693
1569,523,Equifax,664
1570,524,Experian,671
1571,524,TransUnion,685
1572,524,Equifax,657
1573,525,Experian,696
1574,525,TransUnion,681
1575,525,Equifax,707
1576,526,Experian,698
1577,526,TransUnion,719
1578,526,Equifax,720
1579,527,Experian,786
1580,527,TransUnion,789
1581,527,Equifax,765
1582,528,Experian,768
1583,528,TransUnion,760
1584,528,Equifax,784
1585,529,Experian,763
1586,529,TransUnion,759
1587,529,Equifax,772
1588,530,Experian,758
1589,530,TransUnion,770
1590,530,Equifax,758
1591,531,Experian,428
1592,531,TransUnion,447
1593,531,Equifax,455
1594,532,Experian,483
1595,532,TransUnion,459
1596,532,Equifax,475
1597,533,Experian,453
1598,533,TransUnion,468
1599,533,Equifax,453
1600,534,Experian,428
1601,534,TransUnion,430
1602,534,Equifax,445
1603,535,Experian,711
1604,535,TransUnion,698
1605,535,Equifax,710
1606,536,Experian,421
1607,536,TransUnion,417
1608,536,Equifax,420
1609,537,Experian,420
1610,537,TransUnion,440
1611,537,Equifax,452
1612,538,Experian,479
1613,538,TransUnion,453
1614,538,Equifax,449
1615,539,Experian,767
1616,539,TransUnion,784
1617,539,Equifax,782
1618,540,Experian,772
1619,540,TransUnion,778
1620,540,Equifax,772
1621,541,Experian,796
1622,541,TransUnion,795
1623,541,Equifax,766
1624,542,Experian,740
1625,542,TransUnion,726
1626,542,Equifax,712
1627,543,Experian,760
1628,543,TransUnion,751
1629,543,Equifax,783
1630,544,Experian,752
1631,544,TransUnion,753
1632,544,Equifax,785
1633,545,Experian,775
1634,545,TransUnion,777
1635,545,Equifax,778
1636,546,Experian,791
1637,546,TransUnion,785
1638,546,Equifax,814
1639,547,Experian,648
1640,547,TransUnion,635
1641,547,Equifax,624
1642,548,Experian,663
1643,548,TransUnion,675
1644,548,Equifax,652
1645,549,Experian,719
1646,549,TransUnion,703
1647,549,Equifax,722
1648,550,Experian,710
1649,550,TransUnion,705
1650,550,Equifax,703
1651,551,Experian,561
1652,551,TransUnion,546
1653,551,Equifax,580
1654,552,Experian,700
1655,552,TransUnion,689
1656,552,Equifax,713
1657,553,Experian,687
1658,553,TransUnion,682
1659,553,Equifax,675
1660,554,Experian,684
1661,554,TransUnion,681
1662,554,Equifax,711
1663,555,Experian,724
1664,555,TransUnion,716
1665,555,Equifax,721
1666,556,Experian,566
1667,556,TransUnion,546
1668,556,Equifax,548
1669,557,Experian,577
1670,557,TransUnion,567
1671,557,Equifax,576
1672,558,Experian,546
1673,558,TransUnion,571
1674,558,Equifax,573
1675,559,Experian,786
1676,559,TransUnion,792
1677,559,Equifax,806
1678,560,Experian,789
1679,560,TransUnion,775
1680,560,Equifax,782
1681,561,Experian,356
1682,561,TransUnion,377
1683,561,Equifax,377
1684,562,Experian,707
1685,562,TransUnion,704
1686,562,Equifax,727
1687,563,Experian,694
1688,563,TransUnion,714
1689,563,Equifax,713
1690,564,Experian,762
1691,564,TransUnion,770
1692,564,Equifax,776
1693,565,Experian,702
1694,565,TransUnion,714
1695,565,Equifax,730
1696,566,Experian,748
1697,566,TransUnion,728
1698,566,Equifax,736
1699,567,Experian,750
1700,567,TransUnion,759
1701,567,Equifax,759
1702,568,Experian,771
1703,568,TransUnion,773
1704,568,Equifax,754
1705,569,Experian,516
1706,569,TransUnion,500
1707,569,Equifax,536
1708,570,Experian,549
1709,570,TransUnion,561
1710,570,Equifax,942
1711,571,Experian,588
1712,571,TransUnion,556
1713,571,Equifax,558
1714,572,Experian,523
1715,572,TransUnion,492
1716,572,Equifax,504
1717,573,Experian,418
1718,573,TransUnion,410
1719,573,Equifax,413
1720,574,Experian,424
1721,574,TransUnion,423
1722,574,Equifax,453
1723,575,Experian,458
1724,575,TransUnion,452
1725,575,Equifax,454
1726,576,Experian,708
1727,576,TransUnion,688
1728,576,Equifax,708
1729,577,Experian,726
1730,577,TransUnion,702
1731,577,Equifax,718
1732,578,Experian,757
1733,578,TransUnion,758
1734,578,Equifax,740
1735,579,Experian,795
1736,579,TransUnion,797
1737,579,Equifax,792
1738,580,Experian,787
1739,580,TransUnion,773
1740,580,Equifax,765
1741,581,Experian,777
1742,581,TransUnion,789
1743,581,Equifax,779
1744,582,Experian,780
1745,582,TransUnion,787
1746,582,Equifax,783
1747,583,Experian,775
1748,583,TransUnion,775
1749,583,Equifax,765
1750,584,Experian,759
1751,584,TransUnion,756
1752,584,Equifax,759
1753,585,Experian,735
1754,585,TransUnion,741
1755,585,Equifax,744
1756,586,Experian,788
1757,586,TransUnion,781
1758,586,Equifax,802
1759,587,Experian,803
1760,587,TransUnion,815
1761,587,Equifax,803
1762,588,Experian,618
1763,588,TransUnion,604
1764,588,Equifax,598
1765,589,Experian,611
1766,589,TransUnion,593
1767,589,Equifax,603
1768,590,Experian,577
1769,590,TransUnion,604
1770,590,Equifax,608
1771,591,Experian,613
1772,591,TransUnion,958
1773,591,Equifax,636
1774,592,Experian,808
1775,592,TransUnion,804
1776,592,Equifax,803
1777,593,Experian,794
1778,593,TransUnion,819
1779,593,Equifax,813
1780,594,Experian,819
1781,594,TransUnion,802
1782,594,Equifax,805
1783,595,Experian,809
1784,595,TransUnion,805
1785,595,Equifax,825
1786,596,Experian,837
1787,596,TransUnion,836
1788,596,Equifax,839
1789,597,Experian,843
1790,597,TransUnion,850
1791,597,Equifax,832
1792,598,Experian,655
1793,598,TransUnion,654
1794,598,Equifax,643
1795,599,Experian,626
1796,599,TransUnion,633
1797,599,Equifax,645
1798,600,Experian,661
1799,600,TransUnion,656
1800,600,Equifax,653
1801,601,Experian,586
1802,601,TransUnion,590
1803,601,Equifax,594
1804,602,Experian,616
1805,602,TransUnion,614
1806,602,Equifax,614
1807,603,Experian,658
1808,603,TransUnion,662
1809,603,Equifax,660
1810,604,Experian,573
1811,604,TransUnion,568
1812,604,Equifax,594
1813,605,Experian,597
1814,605,TransUnion,589
1815,605,Equifax,621
1816,606,Experian,579
1817,606,TransUnion,580
1818,606,Equifax,597
1819,607,Experian,850
1820,607,TransUnion,850
1821,607,Equifax,850
1822,608,Experian,822
1823,608,TransUnion,842
1824,608,Equifax,820
1825,609,Experian,819
1826,609,TransUnion,817
1827,609,Equifax,826
1828,610,Experian,822
1829,610,TransUnion,829
1830,610,Equifax,844
1831,611,Experian,370
1832,611,TransUnion,352
1833,611,Equifax,383
1834,612,Experian,418
1835,612,TransUnion,385
1836,612,Equifax,383
1837,613,Experian,424
1838,613,TransUnion,414
1839,613,Equifax,416
1840,614,Experian,422
1841,614,TransUnion,429
1842,614,Equifax,416
1843,615,Experian,736
1844,615,TransUnion,767
1845,615,Equifax,749
1846,616,Experian,717
1847,616,TransUnion,715
1848,616,Equifax,706
1849,617,Experian,688
1850,617,TransUnion,666
1851,617,Equifax,669
1852,618,Experian,708
1853,618,TransUnion,702
1854,618,Equifax,711
1855,619,Experian,677
1856,619,TransUnion,681
1857,619,Equifax,691
1858,620,Experian,712
1859,620,TransUnion,714
1860,620,Equifax,692
1861,621,Experian,791
1862,621,TransUnion,813
1863,621,Equifax,814
1864,622,Experian,821
1865,622,TransUnion,823
1866,622,Equifax,832
1867,623,Experian,850
1868,623,TransUnion,850
1869,623,Equifax,850
1870,624,Experian,601
1871,624,TransUnion,612
1872,624,Equifax,600
1873,625,Experian,800
1874,625,TransUnion,796
1875,625,Equifax,793
1876,626,Experian,826
1877,626,TransUnion,856
1878,626,Equifax,810
1879,627,Experian,828
1880,627,TransUnion,841
1881,627,Equifax,809
1882,628,Experian,458
1883,628,TransUnion,434
1884,628,Equifax,449
1885,629,Experian,436
1886,629,TransUnion,441
1887,629,Equifax,431
1888,630,Experian,413
1889,630,TransUnion,414
1890,630,Equifax,446
1891,631,Experian,814
1892,631,TransUnion,801
1893,631,Equifax,797
1894,632,Experian,597
1895,632,TransUnion,602
1896,632,Equifax,619
1897,633,Experian,600
1898,633,TransUnion,587
1899,633,Equifax,609
1900,634,Experian,679
1901,634,TransUnion,695
1902,634,Equifax,689
1903,635,Experian,472
1904,635,TransUnion,459
1905,635,Equifax,452
1906,636,Experian,497
1907,636,TransUnion,479
1908,636,Equifax,475
1909,637,Experian,493
1910,637,TransUnion,510
1911,637,Equifax,951
1912,638,Experian,827
1913,638,TransUnion,850
1914,638,Equifax,846
1915,639,Experian,850
1916,639,TransUnion,835
1917,639,Equifax,850
1918,640,Experian,837
1919,640,TransUnion,842
1920,640,Equifax,850
1921,641,Experian,826
1922,641,TransUnion,847
1923,641,Equifax,850
1924,642,Experian,578
1925,642,TransUnion,566
1926,642,Equifax,556
1927,643,Experian,607
1928,643,TransUnion,571
1929,643,Equifax,584
1930,644,Experian,491
1931,644,TransUnion,472
1932,644,Equifax,487
1933,645,Experian,496
1934,645,TransUnion,518
1935,645,Equifax,515
1936,646,Experian,481
1937,646,TransUnion,478
1938,646,Equifax,499
1939,647,Experian,713
1940,647,TransUnion,742
1941,647,Equifax,744
1942,648,Experian,773
1943,648,TransUnion,738
1944,648,Equifax,765
1945,649,Experian,781
1946,649,TransUnion,787
1947,649,Equifax,774
1948,650,Experian,790
1949,650,TransUnion,800
1950,650,Equifax,793
1951,651,Experian,406
1952,651,TransUnion,393
1953,651,Equifax,206
1954,652,Experian,656
1955,652,TransUnion,652
1956,652,Equifax,664
1957,653,Experian,672
1958,653,TransUnion,644
1959,653,Equifax,667
1960,654,Experian,571
1961,654,TransUnion,563
1962,654,Equifax,549
1963,655,Experian,564
1964,655,TransUnion,573
1965,655,Equifax,565
1966,656,Experian,600
1967,656,TransUnion,610
1968,656,Equifax,587
1969,657,Experian,570
1970,657,TransUnion,581
1971,657,Equifax,600
1972,658,Experian,839
1973,658,TransUnion,832
1974,658,Equifax,845
1975,659,Experian,809
1976,659,TransUnion,800
1977,659,Equifax,804
1978,660,Experian,453
1979,660,TransUnion,456
1980,660,Equifax,481
1981,661,Experian,483
1982,661,TransUnion,470
1983,661,Equifax,488
1984,662,Experian,810
1985,662,TransUnion,813
1986,662,Equifax,785
1987,663,Experian,826
1988,663,TransUnion,830
1989,663,Equifax,840
1990,664,Experian,840
1991,664,TransUnion,850
1992,664,Equifax,846
1993,665,Experian,850
1994,665,TransUnion,850
1995,665,Equifax,845
1996,666,Experian,754
1997,666,TransUnion,730
1998,666,Equifax,753
1999,667,Experian,729
2000,667,TransUnion,733
2001,667,Equifax,742
2002,668,Experian,753
2003,668,TransUnion,781
2004,668,Equifax,767
2005,669,Experian,732
2006,669,TransUnion,726
2007,669,Equifax,725
2008,670,Experian,487
2009,670,TransUnion,455
2010,670,Equifax,462
2011,671,Experian,452
2012,671,TransUnion,451
2013,671,Equifax,447
2014,672,Experian,688
2015,672,TransUnion,683
2016,672,Equifax,672
2017,673,Experian,773
2018,673,TransUnion,786
2019,673,Equifax,788
2020,674,Experian,788
2021,674,TransUnion,817
2022,674,Equifax,802
2023,675,Experian,447
2024,675,TransUnion,457
2025,675,Equifax,471
2026,676,Experian,472
2027,676,TransUnion,507
2028,676,Equifax,493
2029,677,Experian,510
2030,677,TransUnion,534
2031,677,Equifax,510
2032,678,Experian,501
2033,678,TransUnion,491
2034,678,Equifax,490
2035,679,Experian,656
2036,679,TransUnion,642
2037,679,Equifax,639
2038,680,Experian,662
2039,680,TransUnion,678
2040,680,Equifax,665
2041,681,Experian,690
2042,681,TransUnion,682
2043,681,Equifax,682
2044,682,Experian,684
2045,682,TransUnion,684
2046,682,Equifax,690
2047,683,Experian,454
2048,683,TransUnion,431
2049,683,Equifax,445
2050,684,Experian,450
2051,684,TransUnion,464
2052,684,Equifax,455
2053,685,Experian,695
2054,685,TransUnion,677
2055,685,Equifax,673
2056,686,Experian,685
2057,686,TransUnion,676
2058,686,Equifax,680
2059,687,Experian,671
2060,687,TransUnion,675
2061,687,Equifax,653
2062,688,Experian,659
2063,688,TransUnion,637
2064,688,Equifax,667
2065,689,Experian,664
2066,689,TransUnion,680
2067,689,Equifax,687
2068,690,Experian,715
2069,690,TransUnion,716
2070,690,Equifax,714
2071,691,Experian,712
2072,691,TransUnion,720
2073,691,Equifax,727
2074,692,Experian,698
2075,692,TransUnion,710
2076,692,Equifax,728
2077,693,Experian,720
2078,693,TransUnion,728
2079,693,Equifax,713
2080,694,Experian,641
2081,694,TransUnion,644
2082,694,Equifax,616
2083,695,Experian,641
2084,695,TransUnion,657
2085,695,Equifax,647
2086,696,Experian,672
2087,696,TransUnion,647
2088,696,Equifax,659
2089,697,Experian,665
2090,697,TransUnion,661
2091,697,Equifax,673
2092,698,Experian,753
2093,698,TransUnion,140
2094,698,Equifax,774
2095,699,Experian,795
2096,699,TransUnion,806
2097,699,Equifax,797
2098,700,Experian,792
2099,700,TransUnion,776
2100,700,Equifax,788
2101,701,Experian,827
2102,701,TransUnion,834
2103,701,Equifax,831
2104,702,Experian,818
2105,702,TransUnion,828
2106,702,Equifax,840
2107,703,Experian,810
2108,703,TransUnion,835
2109,703,Equifax,824
2110,704,Experian,732
2111,704,TransUnion,757
2112,704,Equifax,754
2113,705,Experian,799
2114,705,TransUnion,814
2115,705,Equifax,820
2116,706,Experian,807
2117,706,TransUnion,829
2118,706,Equifax,825
2119,707,Experian,804
2120,707,TransUnion,823
2121,707,Equifax,798
2122,708,Experian,600
2123,708,TransUnion,953
2124,708,Equifax,567
2125,709,Experian,567
2126,709,TransUnion,588
2127,709,Equifax,590
2128,710,Experian,628
2129,710,TransUnion,601
2130,710,Equifax,621
2131,711,Experian,603
2132,711,TransUnion,619
2133,711,Equifax,614
2134,712,Experian,825
2135,712,TransUnion,816
2136,712,Equifax,829
2137,713,Experian,804
2138,713,TransUnion,802
2139,713,Equifax,782
2140,714,Experian,790
2141,714,TransUnion,773
2142,714,Equifax,791
2143,715,Experian,732
2144,715,TransUnion,744
2145,715,Equifax,725
2146,716,Experian,730
2147,716,TransUnion,733
2148,716,Equifax,751
2149,717,Experian,649
2150,717,TransUnion,635
2151,717,Equifax,653
2152,718,Experian,606
2153,718,TransUnion,604
2154,718,Equifax,608
2155,719,Experian,573
2156,719,TransUnion,571
2157,719,Equifax,553
2158,720,Experian,595
2159,720,TransUnion,584
2160,720,Equifax,606
2161,721,Experian,621
2162,721,TransUnion,628
2163,721,Equifax,643
2164,722,Experian,597
2165,722,TransUnion,624
2166,722,Equifax,621
2167,723,Experian,629
2168,723,TransUnion,620
2169,723,Equifax,629
2170,724,Experian,751
2171,724,TransUnion,752
2172,724,Equifax,759
2173,725,Experian,470
2174,725,TransUnion,183
2175,725,Equifax,468
2176,726,Experian,497
2177,726,TransUnion,489
2178,726,Equifax,498
2179,727,Experian,356
2180,727,TransUnion,357
2181,727,Equifax,350
2182,728,Experian,393
2183,728,TransUnion,372
2184,728,Equifax,378
2185,729,Experian,833
2186,729,TransUnion,850
2187,729,Equifax,833
2188,730,Experian,690
2189,730,TransUnion,687
2190,730,Equifax,696
2191,731,Experian,696
2192,731,TransUnion,722
2193,731,Equifax,687
2194,732,Experian,719
2195,732,TransUnion,699
2196,732,Equifax,718
2197,733,Experian,709
2198,733,TransUnion,715
2199,733,Equifax,709
2200,734,Experian,587
2201,734,TransUnion,602
2202,734,Equifax,599
2203,735,Experian,456
2204,735,TransUnion,462
2205,735,Equifax,459
2206,736,Experian,478
2207,736,TransUnion,478
2208,736,Equifax,482
2209,737,Experian,471
2210,737,TransUnion,472
2211,737,Equifax,461
2212,738,Experian,446
2213,738,TransUnion,423
2214,738,Equifax,443
2215,739,Experian,435
2216,739,TransUnion,437
2217,739,Equifax,455
2218,740,Experian,477
2219,740,TransUnion,442
2220,740,Equifax,456
2221,741,Experian,657
2222,741,TransUnion,653
2223,741,Equifax,676
2224,742,Experian,699
2225,742,TransUnion,697
2226,742,Equifax,702
2227,743,Experian,724
2228,743,TransUnion,730
2229,743,Equifax,713
2230,744,Experian,750
2231,744,TransUnion,749
2232,744,Equifax,732
2233,745,Experian,467
2234,745,TransUnion,481
2235,745,Equifax,470
2236,746,Experian,955
2237,746,TransUnion,510
2238,746,Equifax,512
2239,747,Experian,549
2240,747,TransUnion,549
2241,747,Equifax,543
2242,748,Experian,544
2243,748,TransUnion,566
2244,748,Equifax,543
2245,749,Experian,598
2246,749,TransUnion,594
2247,749,Equifax,573
2248,750,Experian,616
2249,750,TransUnion,607
2250,750,Equifax,623
2251,751,Experian,427
2252,751,TransUnion,448
2253,751,Equifax,424
2254,752,Experian,446
2255,752,TransUnion,473
2256,752,Equifax,458
2257,753,Experian,494
2258,753,TransUnion,494
2259,753,Equifax,502
2260,754,Experian,456
2261,754,TransUnion,466
2262,754,Equifax,471
2263,755,Experian,775
2264,755,TransUnion,766
2265,755,Equifax,775
2266,756,Experian,782
2267,756,TransUnion,772
2268,756,Equifax,782
2269,757,Experian,774
2270,757,TransUnion,773
2271,757,Equifax,769
2272,758,Experian,421
2273,758,TransUnion,431
2274,758,Equifax,408
2275,759,Experian,428
2276,759,TransUnion,451
2277,759,Equifax,442
2278,760,Experian,816
2279,760,TransUnion,836
2280,760,Equifax,867
2281,761,Experian,819
2282,761,TransUnion,809
2283,761,Equifax,807
2284,762,Experian,833
2285,762,TransUnion,802
2286,762,Equifax,835
2287,763,Experian,841
2288,763,TransUnion,831
2289,763,Equifax,835
2290,764,Experian,465
2291,764,TransUnion,495
2292,764,Equifax,495
2293,765,Experian,495
2294,765,TransUnion,525
2295,765,Equifax,508
2296,766,Experian,498
2297,766,TransUnion,512
2298,766,Equifax,500
2299,767,Experian,480
2300,767,TransUnion,472
2301,767,Equifax,476
2302,768,Experian,560
2303,768,TransUnion,577
2304,768,Equifax,581
2305,769,Experian,550
2306,769,TransUnion,534
2307,769,Equifax,537
2308,770,Experian,815
2309,770,TransUnion,816
2310,770,Equifax,822
2311,771,Experian,847
2312,771,TransUnion,827
2313,771,Equifax,848
2314,772,Experian,841
2315,772,TransUnion,828
2316,772,Equifax,829
2317,773,Experian,824
2318,773,TransUnion,835
2319,773,Equifax,822
2320,774,Experian,483
2321,774,TransUnion,503
2322,774,Equifax,496
2323,775,Experian,507
2324,775,TransUnion,516
2325,775,Equifax,528
2326,776,Experian,734
2327,776,TransUnion,750
2328,776,Equifax,729
2329,777,Experian,752
2330,777,TransUnion,765
2331,777,Equifax,743
2332,778,Experian,754
2333,778,TransUnion,760
2334,778,Equifax,774
2335,779,Experian,621
2336,779,TransUnion,617
2337,779,Equifax,620
2338,780,Experian,385
2339,780,TransUnion,385
2340,780,Equifax,408
2341,781,Experian,422
2342,781,TransUnion,413
2343,781,Equifax,412
2344,782,Experian,449
2345,782,TransUnion,449
2346,782,Equifax,452
2347,783,Experian,458
2348,783,TransUnion,466
2349,783,Equifax,340
2350,784,Experian,808
2351,784,TransUnion,794
2352,784,Equifax,280
2353,785,Experian,824
2354,785,TransUnion,831
2355,785,Equifax,835
2356,786,Experian,843
2357,786,TransUnion,820
2358,786,Equifax,840
2359,787,Experian,758
2360,787,TransUnion,762
2361,787,Equifax,782
2362,788,Experian,799
2363,788,TransUnion,771
2364,788,Equifax,793
2365,789,Experian,543
2366,789,TransUnion,536
2367,789,Equifax,515
2368,790,Experian,543
2369,790,TransUnion,527
2370,790,Equifax,517
2371,791,Experian,720
2372,791,TransUnion,726
2373,791,Equifax,709
2374,792,Experian,728
2375,792,TransUnion,744
2376,792,Equifax,752
2377,793,Experian,754
2378,793,TransUnion,756
2379,793,Equifax,746
2380,794,Experian,742
2381,794,TransUnion,745
2382,794,Equifax,750
2383,795,Experian,597
2384,795,TransUnion,600
2385,795,Equifax,607
2386,796,Experian,627
2387,796,TransUnion,612
2388,796,Equifax,637
2389,797,Experian,673
2390,797,TransUnion,675
2391,797,Equifax,674
2392,798,Experian,503
2393,798,TransUnion,508
2394,798,Equifax,496
2395,799,Experian,505
2396,799,TransUnion,491
2397,799,Equifax,523
2398,800,Experian,481
2399,800,TransUnion,506
2400,800,Equifax,479
2401,801,Experian,495
2402,801,TransUnion,510
2403,801,Equifax,512
2404,802,Experian,741
2405,802,TransUnion,756
2406,802,Equifax,753
2407,803,Experian,793
2408,803,TransUnion,312
2409,803,Equifax,792
2410,804,Experian,450
2411,804,TransUnion,455
2412,804,Equifax,461
